seq_no,control_flag,priority_no,modal,LT,Dpt_entity,Dpt_week,Dpt_step,Arv_entity,Arv_week,Arv_step
DELLEAF202303276,F,001202303276,B,2,DEL,11,15,DELLEAF,13,15
DELLEAF202303281,F,001202303281,B,2,DEL,11,16,DELLEAF,13,16
DELLEAF202304001,F,001202304001,B,2,DEL,12,0,DELLEAF,14,0
DELLEAF202304003,F,001202304003,B,2,DEL,12,1,DELLEAF,14,1
DELLEAF202304031,F,001202304031,B,2,DEL,12,2,DELLEAF,14,2
DELLEAF202304033,F,001202304033,B,2,DEL,12,3,DELLEAF,14,3
DELLEAF202304035,F,001202304035,B,2,DEL,12,4,DELLEAF,14,4
DELLEAF202304037,F,001202304037,B,2,DEL,12,5,DELLEAF,14,5
DELLEAF202304047,F,001202304047,B,2,DEL,12,6,DELLEAF,14,6
DELLEAF202304049,F,001202304049,B,2,DEL,12,7,DELLEAF,14,7
DELLEAF202304051,F,001202304051,B,2,DEL,12,8,DELLEAF,14,8
DELLEAF202304053,F,001202304053,B,2,DEL,12,9,DELLEAF,14,9
DELLEAF202304055,F,001202304055,B,2,DEL,12,10,DELLEAF,14,10
DELLEAF202304057,F,001202304057,B,2,DEL,12,11,DELLEAF,14,11
DELLEAF202304064,F,001202304064,B,2,DEL,12,12,DELLEAF,14,12
DELLEAF202304066,F,001202304066,B,2,DEL,12,13,DELLEAF,14,13
DELLEAF202304068,F,001202304068,B,2,DEL,12,14,DELLEAF,14,14
DELLEAF202304070,F,001202304070,B,2,DEL,12,15,DELLEAF,14,15
DELLEAF202304072,F,001202304072,B,2,DEL,12,16,DELLEAF,14,16
DELLEAF202304074,F,001202304074,B,2,DEL,12,17,DELLEAF,14,17
DELLEAF202304075,F,001202304075,B,2,DEL,12,18,DELLEAF,14,18
DELLEAF202304077,F,001202304077,B,2,DEL,12,19,DELLEAF,14,19
DELLEAF202304079,F,001202304079,B,2,DEL,12,20,DELLEAF,14,20
DELLEAF202304092,F,001202304092,B,2,DEL,12,21,DELLEAF,14,21
DELLEAF202304094,F,001202304094,B,2,DEL,12,22,DELLEAF,14,22
DELLEAF202304096,F,001202304096,B,2,DEL,12,23,DELLEAF,14,23
DELLEAF202304098,F,001202304098,B,2,DEL,12,24,DELLEAF,14,24
DELLEAF202304100,F,001202304100,B,2,DEL,12,25,DELLEAF,14,25
DELLEAF202304106,F,001202304106,B,2,DEL,12,26,DELLEAF,14,26
DELLEAF202304112,F,001202304112,B,2,DEL,12,27,DELLEAF,14,27
DELLEAF202304114,F,001202304114,B,2,DEL,12,28,DELLEAF,14,28
DELLEAF202304116,F,001202304116,B,2,DEL,12,29,DELLEAF,14,29
DELLEAF202304122,F,001202304122,B,2,DEL,12,30,DELLEAF,14,30
DELLEAF202304124,F,001202304124,B,2,DEL,12,31,DELLEAF,14,31
DELLEAF202304144,F,001202304144,B,2,DEL,12,32,DELLEAF,14,32
DELLEAF202304146,F,001202304146,B,2,DEL,12,33,DELLEAF,14,33
DELLEAF202304148,F,001202304148,B,2,DEL,12,34,DELLEAF,14,34
DELLEAF202304150,F,001202304150,B,2,DEL,12,35,DELLEAF,14,35
DELLEAF202304157,F,001202304157,B,2,DEL,12,36,DELLEAF,14,36
DELLEAF202304160,F,001202304160,B,2,DEL,12,37,DELLEAF,14,37
DELLEAF202304162,F,001202304162,B,2,DEL,12,38,DELLEAF,14,38
DELLEAF202304163,F,001202304163,B,2,DEL,12,39,DELLEAF,14,39
DELLEAF202304165,F,001202304165,B,2,DEL,12,40,DELLEAF,14,40
DELLEAF202304167,F,001202304167,B,2,DEL,12,41,DELLEAF,14,41
DELLEAF202304169,F,001202304169,B,2,DEL,12,42,DELLEAF,14,42
DELLEAF202304179,F,001202304179,B,2,DEL,12,43,DELLEAF,14,43
DELLEAF202304188,F,001202304188,B,2,DEL,12,44,DELLEAF,14,44
DELLEAF202304194,F,001202304194,B,2,DEL,12,45,DELLEAF,14,45
DELLEAF202304205,F,001202304205,B,2,DEL,12,46,DELLEAF,14,46
DELLEAF202304207,F,001202304207,B,2,DEL,12,47,DELLEAF,14,47
DELLEAF202304209,F,001202304209,B,2,DEL,12,48,DELLEAF,14,48
DELLEAF202304211,F,001202304211,B,2,DEL,12,49,DELLEAF,14,49
DELLEAF202304212,F,001202304212,B,2,DEL,12,50,DELLEAF,14,50
DELLEAF202304218,F,001202304218,B,2,DEL,12,51,DELLEAF,14,51
DELLEAF202304220,F,001202304220,B,2,DEL,12,52,DELLEAF,14,52
DELLEAF202304222,F,001202304222,B,2,DEL,12,53,DELLEAF,14,53
DELLEAF202304224,F,001202304224,B,2,DEL,12,54,DELLEAF,14,54
DELLEAF202304226,F,001202304226,B,2,DEL,12,55,DELLEAF,14,55
DELLEAF202304228,F,001202304228,B,2,DEL,12,56,DELLEAF,14,56
DELLEAF202304229,F,001202304229,B,2,DEL,12,57,DELLEAF,14,57
DELLEAF202304232,F,001202304232,B,2,DEL,12,58,DELLEAF,14,58
DELLEAF202304234,F,001202304234,B,2,DEL,12,59,DELLEAF,14,59
DELLEAF202304236,F,001202304236,B,2,DEL,12,60,DELLEAF,14,60
DELLEAF202304006,F,001202304006,B,2,DEL,13,0,DELLEAF,15,0
DELLEAF202304010,F,001202304010,B,2,DEL,13,1,DELLEAF,15,1
DELLEAF202304016,F,001202304016,B,2,DEL,13,2,DELLEAF,15,2
DELLEAF202304018,F,001202304018,B,2,DEL,13,3,DELLEAF,15,3
DELLEAF202304020,F,001202304020,B,2,DEL,13,4,DELLEAF,15,4
DELLEAF202304022,F,001202304022,B,2,DEL,13,5,DELLEAF,15,5
DELLEAF202304025,F,001202304025,B,2,DEL,13,6,DELLEAF,15,6
DELLEAF202304026,F,001202304026,B,2,DEL,13,7,DELLEAF,15,7
DELLEAF202304029,F,001202304029,B,2,DEL,13,8,DELLEAF,15,8
DELLEAF202304038,F,001202304038,B,2,DEL,13,9,DELLEAF,15,9
DELLEAF202304039,F,001202304039,B,2,DEL,13,10,DELLEAF,15,10
DELLEAF202304040,F,001202304040,B,2,DEL,13,11,DELLEAF,15,11
DELLEAF202304041,F,001202304041,B,2,DEL,13,12,DELLEAF,15,12
DELLEAF202304042,F,001202304042,B,2,DEL,13,13,DELLEAF,15,13
DELLEAF202304043,F,001202304043,B,2,DEL,13,14,DELLEAF,15,14
DELLEAF202304044,F,001202304044,B,2,DEL,13,15,DELLEAF,15,15
DELLEAF202304045,F,001202304045,B,2,DEL,13,16,DELLEAF,15,16
DELLEAF202304060,F,001202304060,B,2,DEL,13,17,DELLEAF,15,17
DELLEAF202304061,F,001202304061,B,2,DEL,13,18,DELLEAF,15,18
DELLEAF202304080,F,001202304080,B,2,DEL,13,19,DELLEAF,15,19
DELLEAF202304081,F,001202304081,B,2,DEL,13,20,DELLEAF,15,20
DELLEAF202304082,F,001202304082,B,2,DEL,13,21,DELLEAF,15,21
DELLEAF202304083,F,001202304083,B,2,DEL,13,22,DELLEAF,15,22
DELLEAF202304084,F,001202304084,B,2,DEL,13,23,DELLEAF,15,23
DELLEAF202304085,F,001202304085,B,2,DEL,13,24,DELLEAF,15,24
DELLEAF202304086,F,001202304086,B,2,DEL,13,25,DELLEAF,15,25
DELLEAF202304089,F,001202304089,B,2,DEL,13,26,DELLEAF,15,26
DELLEAF202304090,F,001202304090,B,2,DEL,13,27,DELLEAF,15,27
DELLEAF202304091,F,001202304091,B,2,DEL,13,28,DELLEAF,15,28
DELLEAF202304101,F,001202304101,B,2,DEL,13,29,DELLEAF,15,29
DELLEAF202304102,F,001202304102,B,2,DEL,13,30,DELLEAF,15,30
DELLEAF202304103,F,001202304103,B,2,DEL,13,31,DELLEAF,15,31
DELLEAF202304104,F,001202304104,B,2,DEL,13,32,DELLEAF,15,32
DELLEAF202304105,F,001202304105,B,2,DEL,13,33,DELLEAF,15,33
DELLEAF202304108,F,001202304108,B,2,DEL,13,34,DELLEAF,15,34
DELLEAF202304109,F,001202304109,B,2,DEL,13,35,DELLEAF,15,35
DELLEAF202304110,F,001202304110,B,2,DEL,13,36,DELLEAF,15,36
DELLEAF202304111,F,001202304111,B,2,DEL,13,37,DELLEAF,15,37
DELLEAF202304119,F,001202304119,B,2,DEL,13,38,DELLEAF,15,38
DELLEAF202304120,F,001202304120,B,2,DEL,13,39,DELLEAF,15,39
DELLEAF202304125,F,001202304125,B,2,DEL,13,40,DELLEAF,15,40
DELLEAF202304126,F,001202304126,B,2,DEL,13,41,DELLEAF,15,41
DELLEAF202304127,F,001202304127,B,2,DEL,13,42,DELLEAF,15,42
DELLEAF202304128,F,001202304128,B,2,DEL,13,43,DELLEAF,15,43
DELLEAF202304129,F,001202304129,B,2,DEL,13,44,DELLEAF,15,44
DELLEAF202304130,F,001202304130,B,2,DEL,13,45,DELLEAF,15,45
DELLEAF202304131,F,001202304131,B,2,DEL,13,46,DELLEAF,15,46
DELLEAF202304132,F,001202304132,B,2,DEL,13,47,DELLEAF,15,47
DELLEAF202304133,F,001202304133,B,2,DEL,13,48,DELLEAF,15,48
DELLEAF202304134,F,001202304134,B,2,DEL,13,49,DELLEAF,15,49
DELLEAF202304135,F,001202304135,B,2,DEL,13,50,DELLEAF,15,50
DELLEAF202304136,F,001202304136,B,2,DEL,13,51,DELLEAF,15,51
DELLEAF202304137,F,001202304137,B,2,DEL,13,52,DELLEAF,15,52
DELLEAF202304138,F,001202304138,B,2,DEL,13,53,DELLEAF,15,53
DELLEAF202304139,F,001202304139,B,2,DEL,13,54,DELLEAF,15,54
DELLEAF202304140,F,001202304140,B,2,DEL,13,55,DELLEAF,15,55
DELLEAF202304141,F,001202304141,B,2,DEL,13,56,DELLEAF,15,56
DELLEAF202304142,F,001202304142,B,2,DEL,13,57,DELLEAF,15,57
DELLEAF202304143,F,001202304143,B,2,DEL,13,58,DELLEAF,15,58
DELLEAF202304147,F,001202304147,B,2,DEL,13,59,DELLEAF,15,59
DELLEAF202304151,F,001202304151,B,2,DEL,13,60,DELLEAF,15,60
DELLEAF202304152,F,001202304152,B,2,DEL,13,61,DELLEAF,15,61
DELLEAF202304153,F,001202304153,B,2,DEL,13,62,DELLEAF,15,62
DELLEAF202304154,F,001202304154,B,2,DEL,13,63,DELLEAF,15,63
DELLEAF202304155,F,001202304155,B,2,DEL,13,64,DELLEAF,15,64
DELLEAF202304158,F,001202304158,B,2,DEL,13,65,DELLEAF,15,65
DELLEAF202304159,F,001202304159,B,2,DEL,13,66,DELLEAF,15,66
DELLEAF202304170,F,001202304170,B,2,DEL,13,67,DELLEAF,15,67
DELLEAF202304171,F,001202304171,B,2,DEL,13,68,DELLEAF,15,68
DELLEAF202304172,F,001202304172,B,2,DEL,13,69,DELLEAF,15,69
DELLEAF202304173,F,001202304173,B,2,DEL,13,70,DELLEAF,15,70
DELLEAF202304174,F,001202304174,B,2,DEL,13,71,DELLEAF,15,71
DELLEAF202304175,F,001202304175,B,2,DEL,13,72,DELLEAF,15,72
DELLEAF202304176,F,001202304176,B,2,DEL,13,73,DELLEAF,15,73
DELLEAF202304180,F,001202304180,B,2,DEL,13,74,DELLEAF,15,74
DELLEAF202304181,F,001202304181,B,2,DEL,13,75,DELLEAF,15,75
DELLEAF202304182,F,001202304182,B,2,DEL,13,76,DELLEAF,15,76
DELLEAF202304183,F,001202304183,B,2,DEL,13,77,DELLEAF,15,77
DELLEAF202304184,F,001202304184,B,2,DEL,13,78,DELLEAF,15,78
DELLEAF202304185,F,001202304185,B,2,DEL,13,79,DELLEAF,15,79
DELLEAF202304186,F,001202304186,B,2,DEL,13,80,DELLEAF,15,80
DELLEAF202304187,F,001202304187,B,2,DEL,13,81,DELLEAF,15,81
DELLEAF202304189,F,001202304189,B,2,DEL,13,82,DELLEAF,15,82
DELLEAF202304190,F,001202304190,B,2,DEL,13,83,DELLEAF,15,83
DELLEAF202304191,F,001202304191,B,2,DEL,13,84,DELLEAF,15,84
DELLEAF202304192,F,001202304192,B,2,DEL,13,85,DELLEAF,15,85
DELLEAF202304193,F,001202304193,B,2,DEL,13,86,DELLEAF,15,86
DELLEAF202304195,F,001202304195,B,2,DEL,13,87,DELLEAF,15,87
DELLEAF202304196,F,001202304196,B,2,DEL,13,88,DELLEAF,15,88
DELLEAF202304197,F,001202304197,B,2,DEL,13,89,DELLEAF,15,89
DELLEAF202304198,F,001202304198,B,2,DEL,13,90,DELLEAF,15,90
DELLEAF202304199,F,001202304199,B,2,DEL,13,91,DELLEAF,15,91
DELLEAF202304200,F,001202304200,B,2,DEL,13,92,DELLEAF,15,92
DELLEAF202304201,F,001202304201,B,2,DEL,13,93,DELLEAF,15,93
DELLEAF202304202,F,001202304202,B,2,DEL,13,94,DELLEAF,15,94
DELLEAF202304203,F,001202304203,B,2,DEL,13,95,DELLEAF,15,95
DELLEAF202304204,F,001202304204,B,2,DEL,13,96,DELLEAF,15,96
DELLEAF202304213,F,001202304213,B,2,DEL,13,97,DELLEAF,15,97
DELLEAF202304214,F,001202304214,B,2,DEL,13,98,DELLEAF,15,98
DELLEAF202304215,F,001202304215,B,2,DEL,13,99,DELLEAF,15,99
DELLEAF202304216,F,001202304216,B,2,DEL,13,100,DELLEAF,15,100
DELLEAF202304217,F,001202304217,B,2,DEL,13,101,DELLEAF,15,101
DELLEAF202304230,F,001202304230,B,2,DEL,13,102,DELLEAF,15,102
DELLEAF202304002,F,001202304002,B,2,DEL,14,0,DELLEAF,16,0
DELLEAF202304004,F,001202304004,B,2,DEL,14,1,DELLEAF,16,1
DELLEAF202304005,F,001202304005,B,2,DEL,14,2,DELLEAF,16,2
DELLEAF202304007,F,001202304007,B,2,DEL,14,3,DELLEAF,16,3
DELLEAF202304008,F,001202304008,B,2,DEL,14,4,DELLEAF,16,4
DELLEAF202304009,F,001202304009,B,2,DEL,14,5,DELLEAF,16,5
DELLEAF202304011,F,001202304011,B,2,DEL,14,6,DELLEAF,16,6
DELLEAF202304013,F,001202304013,B,2,DEL,14,7,DELLEAF,16,7
DELLEAF202304014,F,001202304014,B,2,DEL,14,8,DELLEAF,16,8
DELLEAF202304015,F,001202304015,B,2,DEL,14,9,DELLEAF,16,9
DELLEAF202304017,F,001202304017,B,2,DEL,14,10,DELLEAF,16,10
DELLEAF202304019,F,001202304019,B,2,DEL,14,11,DELLEAF,16,11
DELLEAF202304021,F,001202304021,B,2,DEL,14,12,DELLEAF,16,12
DELLEAF202304024,F,001202304024,B,2,DEL,14,13,DELLEAF,16,13
DELLEAF202304028,F,001202304028,B,2,DEL,14,14,DELLEAF,16,14
DELLEAF202304030,F,001202304030,B,2,DEL,14,15,DELLEAF,16,15
DELLEAF202304032,F,001202304032,B,2,DEL,14,16,DELLEAF,16,16
DELLEAF202304034,F,001202304034,B,2,DEL,14,17,DELLEAF,16,17
DELLEAF202304036,F,001202304036,B,2,DEL,14,18,DELLEAF,16,18
DELLEAF202304046,F,001202304046,B,2,DEL,14,19,DELLEAF,16,19
DELLEAF202304048,F,001202304048,B,2,DEL,14,20,DELLEAF,16,20
DELLEAF202304050,F,001202304050,B,2,DEL,14,21,DELLEAF,16,21
DELLEAF202304052,F,001202304052,B,2,DEL,14,22,DELLEAF,16,22
DELLEAF202304054,F,001202304054,B,2,DEL,14,23,DELLEAF,16,23
DELLEAF202304056,F,001202304056,B,2,DEL,14,24,DELLEAF,16,24
DELLEAF202304058,F,001202304058,B,2,DEL,14,25,DELLEAF,16,25
DELLEAF202304063,F,001202304063,B,2,DEL,14,26,DELLEAF,16,26
DELLEAF202304065,F,001202304065,B,2,DEL,14,27,DELLEAF,16,27
DELLEAF202304067,F,001202304067,B,2,DEL,14,28,DELLEAF,16,28
DELLEAF202304069,F,001202304069,B,2,DEL,14,29,DELLEAF,16,29
DELLEAF202304071,F,001202304071,B,2,DEL,14,30,DELLEAF,16,30
DELLEAF202304073,F,001202304073,B,2,DEL,14,31,DELLEAF,16,31
DELLEAF202304076,F,001202304076,B,2,DEL,14,32,DELLEAF,16,32
DELLEAF202304078,F,001202304078,B,2,DEL,14,33,DELLEAF,16,33
DELLEAF202304093,F,001202304093,B,2,DEL,14,34,DELLEAF,16,34
DELLEAF202304095,F,001202304095,B,2,DEL,14,35,DELLEAF,16,35
DELLEAF202304097,F,001202304097,B,2,DEL,14,36,DELLEAF,16,36
DELLEAF202304099,F,001202304099,B,2,DEL,14,37,DELLEAF,16,37
DELLEAF202304107,F,001202304107,B,2,DEL,14,38,DELLEAF,16,38
DELLEAF202304113,F,001202304113,B,2,DEL,14,39,DELLEAF,16,39
DELLEAF202304115,F,001202304115,B,2,DEL,14,40,DELLEAF,16,40
DELLEAF202304117,F,001202304117,B,2,DEL,14,41,DELLEAF,16,41
DELLEAF202304123,F,001202304123,B,2,DEL,14,42,DELLEAF,16,42
DELLEAF202304149,F,001202304149,B,2,DEL,14,43,DELLEAF,16,43
DELLEAF202304156,F,001202304156,B,2,DEL,14,44,DELLEAF,16,44
DELLEAF202304161,F,001202304161,B,2,DEL,14,45,DELLEAF,16,45
DELLEAF202304164,F,001202304164,B,2,DEL,14,46,DELLEAF,16,46
DELLEAF202304166,F,001202304166,B,2,DEL,14,47,DELLEAF,16,47
DELLEAF202304168,F,001202304168,B,2,DEL,14,48,DELLEAF,16,48
DELLEAF202304178,F,001202304178,B,2,DEL,14,49,DELLEAF,16,49
DELLEAF202304206,F,001202304206,B,2,DEL,14,50,DELLEAF,16,50
DELLEAF202304208,F,001202304208,B,2,DEL,14,51,DELLEAF,16,51
DELLEAF202304210,F,001202304210,B,2,DEL,14,52,DELLEAF,16,52
DELLEAF202304219,F,001202304219,B,2,DEL,14,53,DELLEAF,16,53
DELLEAF202304221,F,001202304221,B,2,DEL,14,54,DELLEAF,16,54
DELLEAF202304223,F,001202304223,B,2,DEL,14,55,DELLEAF,16,55
DELLEAF202304225,F,001202304225,B,2,DEL,14,56,DELLEAF,16,56
DELLEAF202304227,F,001202304227,B,2,DEL,14,57,DELLEAF,16,57
DELLEAF202304231,F,001202304231,B,2,DEL,14,58,DELLEAF,16,58
DELLEAF202304233,F,001202304233,B,2,DEL,14,59,DELLEAF,16,59
DELLEAF202304235,F,001202304235,B,2,DEL,14,60,DELLEAF,16,60
DELLEAF202304012,F,001202304012,B,2,DEL,15,0,DELLEAF,17,0
DELLEAF202304023,F,001202304023,B,2,DEL,15,1,DELLEAF,17,1
DELLEAF202304027,F,001202304027,B,2,DEL,15,2,DELLEAF,17,2
DELLEAF202304059,F,001202304059,B,2,DEL,15,3,DELLEAF,17,3
DELLEAF202304062,F,001202304062,B,2,DEL,15,4,DELLEAF,17,4
DELLEAF202304087,F,001202304087,B,2,DEL,15,5,DELLEAF,17,5
DELLEAF202304088,F,001202304088,B,2,DEL,15,6,DELLEAF,17,6
DELLEAF202304118,F,001202304118,B,2,DEL,15,7,DELLEAF,17,7
DELLEAF202304121,F,001202304121,B,2,DEL,15,8,DELLEAF,17,8
DELLEAF202304145,F,001202304145,B,2,DEL,15,9,DELLEAF,17,9
DELLEAF202304177,F,001202304177,B,2,DEL,15,10,DELLEAF,17,10
DELLEAF202305003,F,001202305003,B,2,DEL,17,0,DELLEAF,19,0
DELLEAF202305007,F,001202305007,B,2,DEL,17,1,DELLEAF,19,1
DELLEAF202305012,F,001202305012,B,2,DEL,17,2,DELLEAF,19,2
DELLEAF202305013,F,001202305013,B,2,DEL,17,3,DELLEAF,19,3
DELLEAF202305016,F,001202305016,B,2,DEL,17,4,DELLEAF,19,4
DELLEAF202305017,F,001202305017,B,2,DEL,17,5,DELLEAF,19,5
DELLEAF202305020,F,001202305020,B,2,DEL,17,6,DELLEAF,19,6
DELLEAF202305021,F,001202305021,B,2,DEL,17,7,DELLEAF,19,7
DELLEAF202305024,F,001202305024,B,2,DEL,17,8,DELLEAF,19,8
DELLEAF202305026,F,001202305026,B,2,DEL,17,9,DELLEAF,19,9
DELLEAF202305040,F,001202305040,B,2,DEL,17,10,DELLEAF,19,10
DELLEAF202305045,F,001202305045,B,2,DEL,17,11,DELLEAF,19,11
DELLEAF202305052,F,001202305052,B,2,DEL,17,12,DELLEAF,19,12
DELLEAF202305059,F,001202305059,B,2,DEL,17,13,DELLEAF,19,13
DELLEAF202305064,F,001202305064,B,2,DEL,17,14,DELLEAF,19,14
DELLEAF202305065,F,001202305065,B,2,DEL,17,15,DELLEAF,19,15
DELLEAF202305076,F,001202305076,B,2,DEL,17,16,DELLEAF,19,16
DELLEAF202305080,F,001202305080,B,2,DEL,17,17,DELLEAF,19,17
DELLEAF202305084,F,001202305084,B,2,DEL,17,18,DELLEAF,19,18
DELLEAF202305088,F,001202305088,B,2,DEL,17,19,DELLEAF,19,19
DELLEAF202305090,F,001202305090,B,2,DEL,17,20,DELLEAF,19,20
DELLEAF202305092,F,001202305092,B,2,DEL,17,21,DELLEAF,19,21
DELLEAF202305096,F,001202305096,B,2,DEL,17,22,DELLEAF,19,22
DELLEAF202305097,F,001202305097,B,2,DEL,17,23,DELLEAF,19,23
DELLEAF202305099,F,001202305099,B,2,DEL,17,24,DELLEAF,19,24
DELLEAF202305101,F,001202305101,B,2,DEL,17,25,DELLEAF,19,25
DELLEAF202305103,F,001202305103,B,2,DEL,17,26,DELLEAF,19,26
DELLEAF202305105,F,001202305105,B,2,DEL,17,27,DELLEAF,19,27
DELLEAF202305106,F,001202305106,B,2,DEL,17,28,DELLEAF,19,28
DELLEAF202305108,F,001202305108,B,2,DEL,17,29,DELLEAF,19,29
DELLEAF202305109,F,001202305109,B,2,DEL,17,30,DELLEAF,19,30
DELLEAF202305110,F,001202305110,B,2,DEL,17,31,DELLEAF,19,31
DELLEAF202305114,F,001202305114,B,2,DEL,17,32,DELLEAF,19,32
DELLEAF202305116,F,001202305116,B,2,DEL,17,33,DELLEAF,19,33
DELLEAF202305118,F,001202305118,B,2,DEL,17,34,DELLEAF,19,34
DELLEAF202305121,F,001202305121,B,2,DEL,17,35,DELLEAF,19,35
DELLEAF202305122,F,001202305122,B,2,DEL,17,36,DELLEAF,19,36
DELLEAF202305125,F,001202305125,B,2,DEL,17,37,DELLEAF,19,37
DELLEAF202305127,F,001202305127,B,2,DEL,17,38,DELLEAF,19,38
DELLEAF202305129,F,001202305129,B,2,DEL,17,39,DELLEAF,19,39
DELLEAF202305131,F,001202305131,B,2,DEL,17,40,DELLEAF,19,40
DELLEAF202305133,F,001202305133,B,2,DEL,17,41,DELLEAF,19,41
DELLEAF202305134,F,001202305134,B,2,DEL,17,42,DELLEAF,19,42
DELLEAF202305136,F,001202305136,B,2,DEL,17,43,DELLEAF,19,43
DELLEAF202305141,F,001202305141,B,2,DEL,17,44,DELLEAF,19,44
DELLEAF202305144,F,001202305144,B,2,DEL,17,45,DELLEAF,19,45
DELLEAF202305145,F,001202305145,B,2,DEL,17,46,DELLEAF,19,46
DELLEAF202305152,F,001202305152,B,2,DEL,17,47,DELLEAF,19,47
DELLEAF202305157,F,001202305157,B,2,DEL,17,48,DELLEAF,19,48
DELLEAF202305160,F,001202305160,B,2,DEL,17,49,DELLEAF,19,49
DELLEAF202305163,F,001202305163,B,2,DEL,17,50,DELLEAF,19,50
DELLEAF202305164,F,001202305164,B,2,DEL,17,51,DELLEAF,19,51
DELLEAF202305165,F,001202305165,B,2,DEL,17,52,DELLEAF,19,52
DELLEAF202305166,F,001202305166,B,2,DEL,17,53,DELLEAF,19,53
DELLEAF202305170,F,001202305170,B,2,DEL,17,54,DELLEAF,19,54
DELLEAF202305180,F,001202305180,B,2,DEL,17,55,DELLEAF,19,55
DELLEAF202305181,F,001202305181,B,2,DEL,17,56,DELLEAF,19,56
DELLEAF202305182,F,001202305182,B,2,DEL,17,57,DELLEAF,19,57
DELLEAF202305183,F,001202305183,B,2,DEL,17,58,DELLEAF,19,58
DELLEAF202305184,F,001202305184,B,2,DEL,17,59,DELLEAF,19,59
DELLEAF202305185,F,001202305185,B,2,DEL,17,60,DELLEAF,19,60
DELLEAF202305186,F,001202305186,B,2,DEL,17,61,DELLEAF,19,61
DELLEAF202305190,F,001202305190,B,2,DEL,17,62,DELLEAF,19,62
DELLEAF202305193,F,001202305193,B,2,DEL,17,63,DELLEAF,19,63
DELLEAF202305194,F,001202305194,B,2,DEL,17,64,DELLEAF,19,64
DELLEAF202305195,F,001202305195,B,2,DEL,17,65,DELLEAF,19,65
DELLEAF202305198,F,001202305198,B,2,DEL,17,66,DELLEAF,19,66
DELLEAF202305202,F,001202305202,B,2,DEL,17,67,DELLEAF,19,67
DELLEAF202305203,F,001202305203,B,2,DEL,17,68,DELLEAF,19,68
DELLEAF202305206,F,001202305206,B,2,DEL,17,69,DELLEAF,19,69
DELLEAF202305207,F,001202305207,B,2,DEL,17,70,DELLEAF,19,70
DELLEAF202305209,F,001202305209,B,2,DEL,17,71,DELLEAF,19,71
DELLEAF202305210,F,001202305210,B,2,DEL,17,72,DELLEAF,19,72
DELLEAF202305211,F,001202305211,B,2,DEL,17,73,DELLEAF,19,73
DELLEAF202305212,F,001202305212,B,2,DEL,17,74,DELLEAF,19,74
DELLEAF202305213,F,001202305213,B,2,DEL,17,75,DELLEAF,19,75
DELLEAF202305214,F,001202305214,B,2,DEL,17,76,DELLEAF,19,76
DELLEAF202305215,F,001202305215,B,2,DEL,17,77,DELLEAF,19,77
DELLEAF202305216,F,001202305216,B,2,DEL,17,78,DELLEAF,19,78
DELLEAF202305217,F,001202305217,B,2,DEL,17,79,DELLEAF,19,79
DELLEAF202305218,F,001202305218,B,2,DEL,17,80,DELLEAF,19,80
DELLEAF202305221,F,001202305221,B,2,DEL,17,81,DELLEAF,19,81
DELLEAF202305225,F,001202305225,B,2,DEL,17,82,DELLEAF,19,82
DELLEAF202305228,F,001202305228,B,2,DEL,17,83,DELLEAF,19,83
DELLEAF202305002,F,001202305002,B,2,DEL,18,0,DELLEAF,20,0
DELLEAF202305004,F,001202305004,B,2,DEL,18,1,DELLEAF,20,1
DELLEAF202305005,F,001202305005,B,2,DEL,18,2,DELLEAF,20,2
DELLEAF202305006,F,001202305006,B,2,DEL,18,3,DELLEAF,20,3
DELLEAF202305008,F,001202305008,B,2,DEL,18,4,DELLEAF,20,4
DELLEAF202305009,F,001202305009,B,2,DEL,18,5,DELLEAF,20,5
DELLEAF202305010,F,001202305010,B,2,DEL,18,6,DELLEAF,20,6
DELLEAF202305011,F,001202305011,B,2,DEL,18,7,DELLEAF,20,7
DELLEAF202305014,F,001202305014,B,2,DEL,18,8,DELLEAF,20,8
DELLEAF202305018,F,001202305018,B,2,DEL,18,9,DELLEAF,20,9
DELLEAF202305019,F,001202305019,B,2,DEL,18,10,DELLEAF,20,10
DELLEAF202305022,F,001202305022,B,2,DEL,18,11,DELLEAF,20,11
DELLEAF202305023,F,001202305023,B,2,DEL,18,12,DELLEAF,20,12
DELLEAF202305025,F,001202305025,B,2,DEL,18,13,DELLEAF,20,13
DELLEAF202305027,F,001202305027,B,2,DEL,18,14,DELLEAF,20,14
DELLEAF202305028,F,001202305028,B,2,DEL,18,15,DELLEAF,20,15
DELLEAF202305029,F,001202305029,B,2,DEL,18,16,DELLEAF,20,16
DELLEAF202305030,F,001202305030,B,2,DEL,18,17,DELLEAF,20,17
DELLEAF202305032,F,001202305032,B,2,DEL,18,18,DELLEAF,20,18
DELLEAF202305033,F,001202305033,B,2,DEL,18,19,DELLEAF,20,19
DELLEAF202305034,F,001202305034,B,2,DEL,18,20,DELLEAF,20,20
DELLEAF202305035,F,001202305035,B,2,DEL,18,21,DELLEAF,20,21
DELLEAF202305036,F,001202305036,B,2,DEL,18,22,DELLEAF,20,22
DELLEAF202305037,F,001202305037,B,2,DEL,18,23,DELLEAF,20,23
DELLEAF202305038,F,001202305038,B,2,DEL,18,24,DELLEAF,20,24
DELLEAF202305039,F,001202305039,B,2,DEL,18,25,DELLEAF,20,25
